word	level	also	pinyin	pos
孩子	1		háizi	名
孪生	7		luánshēng	形
孵化	7		fūhuà	动
宁可	7		nìngkě	副
宁愿	7		nìngyuàn	副
宁静	7		níngjìng	形
它	1		tā	代
它们	1		tāmen	代
宇宙	7		yǔzhòu	名
守	5		shǒu	动
守信	7		shǒuxìn	动
守候	7		shǒuhòu	动
守护	7		shǒuhù	动
守株待兔	7		shǒuzhū-dàitù	
安	5		ān	形、动
安全	3		ānquán	形
安全带	5		ānquándài	名
安宁	7		ānníng	形
安定	7		āndìng	形、动
安心	7		ānxīn	形
安慰	5		ānwèi	动、形
安抚	7		ānfǔ	动
安排	4		ānpái	动
安检	4		ānjiǎn	动
安眠药	7		ānmiányào	名
安稳	7		ānwěn	形
安置	7		ānzhì	动
安装	5		ānzhuāng	动
安详	7		ānxiáng	形
安逸	7		ānyì	形
安静	3		ānjìng	形
完	2		wán	动
完全	4		wánquán	形、副
完善	5		wánshàn	形、动
完备	7		wánbèi	形
完好	7		wánhǎo	形
完成	3		wánchéng	动
完整	5		wánzhěng	形
完毕	7		wánbì	动
完美	5		wánměi	形
宏伟	7		hóngwěi	形
宏大	6		hóngdà	形
宏观	7		hóngguān	形
宗	7		zōng	量
宗教	7		zōngjiào	名
宗旨	7		zōngzhǐ	名
官	6		guān	名
官僚	7		guānliáo	名
官兵	7		guānbīng	名
官司	7		guānsi	名
官吏	7		guānlì	名
官员	6		guānyuán	名
官方	6		guānfāng	名
定	4		dìng	动
定义	6		dìngyì	名、动
定价	6		dìngjià	动、名
定位	6		dìngwèi	动、名
定做	7		dìngzuò	动
定制	6		dìngzhì	动
定向	7		dìngxiàng	动
定居	7		dìngjū	动
定律	7		dìnglǜ	名
定心丸	7		dìngxīnwán	名
定时	6		dìngshí	动、名
定期	5		dìngqī	动、形
定论	7		dìnglùn	名
定金	7		dìngjīn	名
宜人	7		yírén	形
宜居	7		yíjū	形
宝	5		bǎo	名
宝库	7		bǎokù	名
宝石	7		bǎoshí	名
宝藏	7		bǎozàng	名
宝贝	5		bǎobèi	名
宝贵	5		bǎoguì	形
实习	5		shíxí	动
实事求是	7		shíshì-qiúshì	
实体	7		shítǐ	名
实况	7		shíkuàng	名
实力	5		shílì	名
实在	4		shízài	形、副
实地	7		shídì	名、副
实惠	6		shíhuì	名、形
实施	5		shíshī	动
实时	6		shíshí	副
实物	7		shíwù	名
实现	5		shíxiàn	动
实用	5		shíyòng	形
实行	5		shíxíng	动
实话	6		shíhuà	名
实话实说	7		shíhuà-shíshuō	
实质	6		shízhì	名
实践	5		shíjiàn	动
实际	4		shíjì	名、形
实际上	4		shíjìshàng	副
实验	5		shíyàn	动、名
实验室	5		shíyànshì	名
宠	7		chǒng	动
宠爱	7		chǒng’ài	动
宠物	5		chǒngwù	名
审	7		shěn	动
审判	7		shěnpàn	动
审定	7		shěndìng	动
审批	7		shěnpī	动
审查	7		shěnchá	动
审核	7		shěnhé	动
审理	7		shěnlǐ	动
审美	6		shěnměi	动
审视	7		shěnshì	动
审计	7		shěnjì	动
客人	3		kèrén	名
客厅	4		kètīng	名
客户	5		kèhù	名
客房	7		kèfáng	名
客服	5		kèfú	形
客机	7		kèjī	名
客气	4		kèqi	形、动
客流	7		kèliú	名
客观	5		kèguān	形
客车	6		kèchē	名
客运	7		kèyùn	名
宣传	5		xuānchuán	动
宣告	7		xuāngào	动
宣布	5		xuānbù	动
宣扬	7		xuānyáng	动
宣泄	7		xuānxiè	动
宣称	7		xuānchēng	动
宣言	7		xuānyán	名、动
宣誓	7		xuānshì	动
宣读	7		xuāndú	动
室	3		shì	名
宪法	7		xiànfǎ	名
宫	6		gōng	名
宫廷	7		gōngtíng	名
宫殿	7		gōngdiàn	名
宰	7		zǎi	动
害	6		hài	名、动
害怕	3		hàipà	动
害羞	4		hàixiū	形
害虫	7		hàichóng	名
宴会	6		yànhuì	名
家	1	3	jiā	名、量、（后缀）
家世	7		jiāshì	名
家乡	4		jiāxiāng	名
家人	1		jiārén	名
家伙	7		jiāhuo	名
家具	4		jiājù	名
家务	5		jiāwù	名
家喻户晓	7		jiāyù-hùxiǎo	
家园	6		jiāyuán	名
家境	7		jiājìng	名
家家户户	6		jiājiāhùhù	名
家居	6		jiājū	名
家属	6		jiāshǔ	名
家常	6		jiācháng	名
家庭	4		jiātíng	名
家政	7		jiāzhèng	名
家教	7		jiājiào	名
家族	7		jiāzú	名
家用	7		jiāyòng	名、形
家电	5		jiādiàn	名
家禽	7		jiāqín	名
家长	4		jiāzhǎng	名
容光焕发	7		róngguāng-huànfā	
容器	7		róngqì	名
容忍	7		róngrěn	动
容易	3		róngyì	形
容纳	7		róngnà	动
容许	7		róngxǔ	动
容貌	7		róngmào	名
容量	6		róngliàng	名
容颜	7		róngyán	名
宽	5	6	kuān	形、名、（动）
宽厚	7		kuānhòu	形
宽容	7		kuānróng	动
宽广	7		kuānguǎng	形
宽度	5		kuāndù	名
宽恕	7		kuānshù	动
宽敞	7		kuānchang	形
宽松	7		kuānsōng	形
宽泛	7		kuānfàn	形
宽阔	7		kuānkuò	形
宾馆	3		bīnguǎn	名
宿舍	5		sùshè	名
寂寞	6		jìmò	形
寂静	7		jìjìng	形
寄	4		jì	动
寄托	7		jìtuō	动
密	6		mì	形
密切	5		mìqiè	形、动
密封	7		mìfēng	动
密布	7		mìbù	动
密度	6		mìdù	名
密码	4		mìmǎ	名
密集	6		mìjí	动、形
富	5		fù	形
富含	7		fùhán	动
富强	7		fùqiáng	形
富有	5		fùyǒu	形、动
富翁	7		fùwēng	名
富裕	6		fùyù	形、动
富豪	7		fùháo	名
富足	7		fùzú	形
寒假	4		hánjià	名
寒冬	6		hándōng	名
寒冷	4		hánlěng	形
寒带	7		hándài	名
寒暄	7		hánxuān	动
寓意	7		yùyì	名
寓言	7		yùyán	名
寝室	7		qǐnshì	名
察看	7		chákàn	动
察觉	7		chájué	动
寡妇	7		guǎfu	名
寥寥无几	7		liáoliáo-wújǐ	
寸	6		cùn	量
对	1	4	duì	形、介、（动、量）
对不起	1		duìbuqǐ	动
对于	4		duìyú	介
对付	7		duìfu	动
对岸	7		duì’àn	名
对峙	7		duìzhì	动
对应	6		duìyìng	动、形
对弈	7		duìyì	动
对待	5		duìdài	动
对得起	7		duìdeqǐ	动
对手	5		duìshǒu	名
对抗	6		duìkàng	动
对接	6		duìjiē	动
对方	4		duìfāng	名
对比	5		duìbǐ	动、名
对流	7		duìliú	动
对照	7		duìzhào	动
对牛弹琴	7		duìniú-tánqín	
对症下药	7		duìzhèng-xiàyào	
对白	7		duìbái	名
对称	6		duìchèn	形
对立	6		duìlì	动
对策	7		duìcè	名
对联	7		duìlián	名
对话	3		duìhuà	动
对象	5		duìxiàng	名
对面	4		duìmiàn	名
寺	7		sì	名
寺庙	7		sìmiào	名
寻	7		xún	动
寻常	7		xúncháng	形
寻找	5		xúnzhǎo	动
寻求	6		xúnqiú	动
寻觅	7		xúnmì	动
导向	7		dǎoxiàng	动、名
导师	6		dǎoshī	名
导弹	7		dǎodàn	名
导游	4		dǎoyóu	动、名
导演	5		dǎoyǎn	动、名
导火索	7		dǎohuǒsuǒ	名
导致	5		dǎozhì	动
导航	7		dǎoháng	动
寿命	6		shòumìng	名
封	3	6	fēng	量、（动）
封建	7		fēngjiàn	名、形
封锁	7		fēngsuǒ	动
封闭	6		fēngbì	动
封面	7		fēngmiàn	名
封顶	7		fēngdǐng	动
射	6		shè	动
射击	6		shèjī	动
将	4		jiāng	介、副
将军	6		jiāngjūn	名
将就	7		jiāngjiu	动
将来	4		jiānglái	名
将要	4		jiāngyào	副
将近	5		jiāngjìn	副
尊严	7		zūnyán	名
尊敬	5		zūnjìng	动、形
尊贵	7		zūnguì	形
尊重	4		zūnzhòng	动、形
小	1		xiǎo	形、前缀
小丑	7		xiǎochǒu	名
小于	5		xiǎoyú	动
小人	7		xiǎorén	名
小伙子	4		xiǎohuǒzi	名
小偷儿	6		xiǎotōur	名
小区	3		xiǎoqū	名
小吃	4		xiǎochī	名
小品	7		xiǎopǐn	名
小型	5		xiǎoxíng	形
小姐	5		xiǎojiě	名
小学	1		xiǎoxué	名
小学生	1		xiǎoxuéshēng	名
小孩儿	2		xiǎoháir	名
小康	7		xiǎokāng	形
小心	3		xiǎoxīn	动、形
小心翼翼	7		xiǎoxīn-yìyì	
小提琴	7		xiǎotíqín	名
小时	1		xiǎoshí	名
小时候	2		xiǎoshíhou	名
小朋友	1		xiǎopéngyǒu	名
小气	6		xiǎoqi	形
小看	7		xiǎokàn	动
小组	4		xiǎozǔ	名
小菜一碟	7		xiǎocài-yìdié	
小说	4		xiǎoshuō	名
小费	7		xiǎofèi	名
小麦	6		xiǎomài	名
少	1		shǎo	形、动
少不了	7		shǎobuliǎo	动
少儿	6		shào’ér	名
少女	7		shàonǚ	名
少年	4		shàonián	名
少数	4		shǎoshù	名
少见	4		shǎojiàn	形
少量	4		shǎoliàng	形
尖	6		jiān	形、名
尖端	7		jiānduān	名、形
尖锐	7		jiānruì	形
尚	7		shàng	副、连
尚且	7		shàngqiě	连
尚未	7		shàngwèi	副
尝	3		cháng	动
尝试	5		chángshì	动
尤为	7		yóuwéi	副
尤其	4		yóuqí	副
就	2	7	jiù	副、（介）
就业	5		jiùyè	动
就任	7		jiùrèn	动
就医	7		jiùyī	动
就地	7		jiùdì	副
就座	7		jiùzuò	动
就是	4		jiùshì	助、副、连
就此	7		jiùcǐ	副
就算	6		jiùsuàn	连
就绪	7		jiùxù	动
就职	7		jiùzhí	动
就诊	7		jiùzhěn	动
就读	6		jiùdú	动
就近	7		jiùjìn	副
就餐	7		jiùcān	动
尴尬	6		gāngà	形
尸体	7		shītǐ	名
尺	6		chǐ	量、名
尺子	5		chǐzi	名
尺寸	6		chǐcùn	名
尺度	7		chǐdù	名
尽	6	7	jìn	动、（副）
尽力	5		jìnlì	动
尽头	7		jìntóu	名
尽快	5		jǐnkuài	副
尽情	7		jìnqíng	副
尽早	7		jǐnzǎo	副
尽管	4		jǐnguǎn	副、连
尽量	5		jǐnliàng	副
尾声	7		wěishēng	名
尾巴	5		wěiba	名
尾气	7		wěiqì	名
尿	7		niào	名、动
局	6		jú	名
局势	7		júshì	名
局部	7		júbù	名
局限	6		júxiàn	动
局面	6		júmiàn	名
屁股	7		pìgu	名
层	3		céng	量
层出不穷	7		céngchū-bùqióng	
层次	6		céngcì	名
层面	6		céngmiàn	名
居于	7		jūyú	动
居住	5		jūzhù	动
居安思危	7		jū’ān-sīwēi	
居民	5		jūmín	名
居然	5		jūrán	副
居高不下	7		jūgāo	bú xià
屈服	7		qūfú	动
届	5		jiè	量
届时	7		jièshí	副
屋子	3		wūzi	名
屋檐	7		wūyán	名
屎	7		shǐ	名
屏幕	5		píngmù	名
屏蔽	7		píngbì	动
屏障	7		píngzhàng	名
展出	5		zhǎnchū	动
展开	5		zhǎnkāi	动
展望	7		zhǎnwàng	动
展现	5		zhǎnxiàn	动
展示	5		zhǎnshì	动
展览	5		zhǎnlǎn	动
属	6		shǔ	动
属于	5		shǔyú	动
属性	7		shǔxìng	名
属相	7		shǔxiàng	名
屠杀	7		túshā	动
屡	7		lǚ	副
屡屡	7		lǚlǚ	副
屡次	7		lǚcì	副
履行	6		lǚxíng	动
山	3		shān	名
山区	5		shānqū	名
山坡	6		shānpō	名
山寨	7		shānzhài	名、形
山岭	7		shānlǐng	名
山峰	6		shānfēng	名
山川	7		shānchuān	名
山脉	7		shānmài	名
山谷	7		shāngǔ	名
山顶	6		shāndǐng	名
屹立	7		yìlì	动
岁	1		suì	量
岁数	6		suìshu	名
岁月	6		suìyuè	名
岂有此理	7		qǐyǒucǐlǐ	
岔	7		chà	名、动
岗位	6		gǎngwèi	名
岛	6		dǎo	名
岛屿	7		dǎoyǔ	名
岩石	7		yánshí	名
岳母	7		yuèmǔ	名
岳父	7		yuèfù	名
岸	6		àn	名
峡谷	7		xiágǔ	名
峰会	7		fēnghuì	名
峰回路转	7		fēnghuí-lùzhuǎn	
崇尚	7		chóngshàng	动
崇拜	6		chóngbài	动
崇敬	7		chóngjìng	动
崇高	7		chónggāo	形
崎岖	7		qíqū	形
崛起	7		juéqǐ	动
崩溃	7		bēngkuì	动
崭新	6		zhǎnxīn	形
巅峰	7		diānfēng	名
川流不息	7		chuānliú-bùxī	
州	6		zhōu	名
巡回	7		xúnhuí	动
巡视	7		xúnshì	动
巡逻	7		xúnluó	动
巢穴	7		cháoxué	名
工业	5		gōngyè	名
工人	4		gōngrén	名
工会	7		gōnghuì	名
工作	1		gōngzuò	动、名
工作日	3		gōngzuòrì	名
工具	5		gōngjù	名
工匠	7		gōngjiàng	名
工厂	4		gōngchǎng	名
工地	6		gōngdì	名
工夫	6		gōngfu	名
工序	6		gōngxù	名
工整	7		gōngzhěng	形
工科	7		gōngkē	名
工程	5		gōngchéng	名
工程师	5		gōngchéngshī	名
工艺	5		gōngyì	名
工资	4		gōngzī	名
左	2		zuǒ	名
左右	4	7	zuǒyòu	名、（动）
左边	2		zuǒbian	名
左顾右盼	7		zuǒgù-yòupàn	
巧	4		qiǎo	形
巧克力	4		qiǎokèlì	名
巧合	7		qiǎohé	形
巧妙	6		qiǎomiào	形
巨人	7		jùrén	名
巨大	5		jùdà	形
巨头	7		jùtóu	名
巨额	7		jù’é	形
巩固	6		gǒnggù	形、动
差	3		chà	形、动
差不多	3		chàbuduō	形、副
差别	5		chābié	名
差异	6		chāyì	名
差点儿	4		chàdiǎnr	形、副
差距	5		chājù	名
差错	7		chācuò	名
差额	7		chā’é	名、形
已	4		yǐ	副
已经	2		yǐjīng	副
巴不得	7		bābudé	动
巴掌	7		bāzhang	名
巴结	7		bājie	动
巷	7		xiàng	名
市	3		shì	名
市值	7		shìzhí	名
市区	4		shìqū	名
市场	4		shìchǎng	名
市场经济	7		shìchǎng	jīngjì
市民	5		shìmín	名
布	6		bù	名
布局	7		bùjú	动、名
布置	6		bùzhì	动
帅	4		shuài	形
帆	7		fān	名
帆船	7		fānchuán	名
师傅	4		shīfu	名
师父	6		shīfu	名
师生	4		shīshēng	名
师范	7		shīfàn	名
师资	7		shīzī	名
师长	7		shīzhǎng	名
希望	2		xīwàng	动
帐篷	7		zhàngpeng	名
帖子	7		tiězi	名
帘子	7		liánzi	名
帝国	7		dìguó	名
带	3	5	dài	动、（名）
带动	5		dàidòng	动
带头	7		dàitóu	动
带路	7		dàilù	动
带队	7		dàiduì	动
带领	6		dàilǐng	动
席	7		xí	名、量
席位	7		xíwèi	名
帮	2		bāng	动
帮助	3		bāngzhù	动
帮忙	2		bāngmáng	动
帮手	7		bāngshou	名
常	3		cháng	副
常人	7		chángrén	名
常常	3		chángcháng	副
常年	6		chángnián	副、名
常态	7		chángtài	名
常温	6		chángwēn	名
常理	7		chánglǐ	名
常用	3		cháng	yòng
常见	3		cháng	jiàn
常规	6		chángguī	名、形
常识	5		chángshí	名
帽子	4		màozi	名
幅	4		fú	量
幅度	6		fúdù	名
幕	7		mù	量
幕后	7		mùhòu	名
幢	7		zhuàng	量
干	3		gàn	动
干事	7		gànshi	名
干净	3		gānjìng	形
干劲	7		gànjìn	名
干戈	7		gāngē	名
干扰	6		gānrǎo	动
干旱	6		gānhàn	形
干杯	4		gānbēi	动
干枯	7		gānkū	形
干活儿	4		gànhuór	动
干涉	7		gānshè	动
干燥	6		gānzào	形
干脆	6		gāncuì	形、副
干部	7		gànbù	名
干预	7		gānyù	动
平	5	7	píng	形、（动）
平价	7		píngjià	动、名
平凡	6		píngfán	形
平原	7		píngyuán	名
平台	5		píngtái	名
平和	7		pínghé	形
平均	5		píngjūn	动、形
平坦	7		píngtǎn	形
平安	5		píng’ān	形
平常	4		píngcháng	形、名
平庸	7		píngyōng	形
平息	7		píngxī	动
平房	7		píngfáng	名
平方	6		píngfāng	名、量
平方米	6		píngfāngmǐ	量
平日	7		píngrì	名
平时	3		píngshí	名
平淡	7		píngdàn	形
平稳	7		píngwěn	形
平等	6		píngděng	形
平行	7		píngxíng	形、动
平衡	5		pínghéng	形、动
平静	5		píngjìng	形
平面	7		píngmiàn	名
年	1		nián	名、量
年代	5		niándài	名
年初	5		niánchū	名
年均	7		niánjūn	动
年夜饭	5		niányèfàn	名
年底	4		niándǐ	名
年度	6		niándù	名
年报	7		niánbào	名
年画	7		niánhuà	名
年级	3		niánjí	名
年纪	5		niánjì	名
年终	6		niánzhōng	名
年薪	7		niánxīn	名
年轮	7		niánlún	名
年轻	3		niánqīng	形
年迈	7		niánmài	形
年限	7		niánxiàn	名
年龄	4		niánlíng	名
并	4		bìng	动、副、连
并且	4		bìngqiě	连
并列	7		bìngliè	动
并发症	7		bìngfāzhèng	名
并肩	7		bìngjiān	动、副
并行	7		bìngxíng	动
并购	7		bìnggòu	动
并非	7		bìngfēi	动
幸亏	7		xìngkuī	副
幸免	7		xìngmiǎn	动
幸好	7		xìnghǎo	副
幸存	7		xìngcún	动
幸福	4		xìngfú	名、形
幸运	5		xìngyùn	名、形
幻影	7		huànyǐng	名
幻想	6		huànxiǎng	动、名
幻觉	7		huànjué	名
幼儿园	5		yòu’éryuán	名
幼稚	7		yòuzhì	形
幽默	4		yōumò	形
广	5		guǎng	形
广义	7		guǎngyì	名
广告	4		guǎnggào	名
广场	5		guǎngchǎng	名
广大	5		guǎngdà	形
广播	4		guǎngbō	动、名
广泛	5		guǎngfàn	形
广阔	6		guǎngkuò	形
庄严	7		zhuāngyán	形
庄园	7		zhuāngyuán	名
庄稼	6		zhuāngjia	名
庄重	7		zhuāngzhòng	形
庆典	7		qìngdiǎn	名
庆幸	7		qìngxìng	动
庆祝	4		qìngzhù	动
庆贺	7		qìnghè	动
床	2		chuáng	名
床位	7		chuángwèi	名
床单	5		chuángdān	名
序	7		xù	名
序列	7		xùliè	名
序幕	7		xùmù	名
序言	7		xùyán	名
库	5		kù	名
库存	7		kùcún	名
应	7		yìng	动
应付	7		yìngfu	动
应对	5		yìngduì	动
应当	5		yīngdāng	动
应急	7		yìngjí	动
应有尽有	7		yīngyǒu-jìnyǒu	
应用	5		yìngyòng	动、形
应聘	4		yìngpìn	动
应该	3		yīnggāi	动
应邀	7		yìngyāo	动
应酬	7		yìngchou	动、名
底	4		dǐ	名
底下	4		dǐxia	名
底子	7		dǐzi	名
底层	7		dǐcéng	名
底线	7		dǐxiàn	名
底蕴	7		dǐyùn	名
店	1		diàn	名
店铺	6		diànpù	名
庙	7		miào	名
庙会	7		miàohuì	名
庞大	6		pángdà	形
废	7		fèi	动、形
废品	7		fèipǐn	名
废墟	7		fèixū	名
废寝忘食	7		fèiqǐn-wàngshí	
废弃	7		fèiqì	动
废物	7		fèiwù	名
废话	7		fèihuà	名、动
废除	7		fèichú	动
度	5		dù	量、名、动、后缀
度假	4		dùjià	动
座	4		zuò	名、量
座位	4		zuòwèi	名
座右铭	7		zuòyòumíng	名
座谈	7		zuòtán	动
康复	6		kāngfù	动
庸俗	7		yōngsú	形
廉价	7		liánjià	形
廉正	7		liánzhèng	形
廉洁	7		liánjié	形
延	7		yán	动
延伸	6		yánshēn	动
延期	6		yánqī	动
延续	6		yánxù	动
延缓	7		yánhuǎn	动
延误	7		yánwù	动
延长	5		yáncháng	动
建	5		jiàn	动
建树	7		jiànshù	动、名
建立	5		jiànlì	动
建筑	5		jiànzhù	动、名
建筑物	6		jiànzhùwù	名
建议	4		jiànyì	动、名
建设	5		jiànshè	动
建造	5		jiànzào	动
开	1		kāi	动
开业	5		kāiyè	动
开会	3		kāihuì	动
开关	6		kāiguān	名
开创	6		kāichuàng	动
开办	7		kāibàn	动
开动	7		kāidòng	动
开发	5		kāifā	动
开发区	7		kāifāqū	名
开发商	7		kāifāshāng	名
开启	6		kāiqǐ	动
开场	7		kāichǎng	动
开场白	7		kāichǎngbái	名
开垦	7		kāikěn	动
开天辟地	7		kāitiān-pìdì	
开头	6		kāitóu	动、名
开始	2		kāishǐ	动、名
开学	2		kāixué	动
开展	5		kāizhǎn	动
开工	7		kāigōng	动
开幕	5		kāimù	动
开幕式	5		kāimùshì	名
开庭	7		kāitíng	动
开张	7		kāizhāng	动
开心	3		kāixīn	形
开拓	7		kāituò	动
开支	7		kāizhī	名
开放	5		kāifàng	动、形
开明	7		kāimíng	形
开朗	7		kāilǎng	形
开机	3		kāijī	动
开水	5		kāishuǐ	名
开玩笑	4		kāi	wánxiào
开花	3		kāihuā	动
开设	6		kāishè	动
开车	1		kāichē	动
开辟	7		kāipì	动
开通	5		kāitōng	动
开采	7		kāicǎi	动
开销	7		kāixiāo	动、名
开阔	7		kāikuò	形、动
开除	7		kāichú	动
异口同声	7		yìkǒu-tóngshēng	
异常	6		yìcháng	形、副
异性	7		yìxìng	形、名
异想天开	7		yìxiǎng-tiānkāi	
异议	7		yìyì	名
弃权	7		qìquán	动
弄	4		nòng	动
弄虚作假	7		nòngxū-zuòjiǎ	
弊病	7		bìbìng	名
弊端	7		bìduān	名
式	5		shì	后缀
弓	7		gōng	名、动
引	6		yǐn	动
引人入胜	7		yǐnrén-rùshèng	
引人注目	7		yǐnrén-zhùmù	
引入	6		yǐnrù	动
引发	6		yǐnfā	动
引导	6		yǐndǎo	动
引擎	7		yǐnqíng	名
引用	7		yǐnyòng	动
引经据典	7		yǐnjīng-jùdiǎn	
引荐	7		yǐnjiàn	动
引诱	7		yǐnyòu	动
引起	4		yǐnqǐ	动
引进	5		yǐnjìn	动
引领	7		yǐnlǐng	动
弘扬	7		hóngyáng	动
弟子	7		dìzǐ	名
弟弟	1		dìdi	名
张	3		zhāng	动、量
张扬	7		zhāngyáng	动
张灯结彩	7		zhāngdēng-jiécǎi	
张贴	7		zhāngtiē	动
弥漫	7		mímàn	动
弥补	6		míbǔ	动
弦	7		xián	名
弯	5		wān	形、动、名
弯曲	6		wānqū	形
弱	5		ruò	形
弱势	7		ruòshì	名
弱点	6		ruòdiǎn	名
弱项	7		ruòxiàng	名
弹	4		tán	动
弹性	6		tánxìng	名
强	4		qiáng	形
强制	7		qiángzhì	动
强加	7		qiángjiā	动
强劲	7		qiángjìng	形
强势	7		qiángshì	名
强化	6		qiánghuà	动
强占	7		qiángzhàn	动
强壮	6		qiángzhuàng	形、动
强大	5		qiángdà	形
强度	5		qiángdù	名
强烈	5		qiángliè	形
强盗	7		qiángdào	名
强硬	7		qiángyìng	形
强行	7		qiángxíng	副
强调	5		qiángdiào	动
强迫	6		qiǎngpò	动
强项	7		qiángxiàng	名
归	6		guī	动、介
归于	7		guīyú	动
归宿	7		guīsù	名
归属	7		guīshǔ	动
归来	7		guīlái	动
归根到底	7		guīgēn-dàodǐ	
归纳	7		guīnà	动
归结	7		guījié	动
归还	6		guīhuán	动
当	4		dāng	动、介
当下	6		dāngxià	名、副
当中	5		dāngzhōng	名
当之无愧	7		dāngzhīwúkuì	
当事人	7		dāngshìrén	名
当今	6		dāngjīn	名
当代	6		dāngdài	名
当众	7		dāngzhòng	副
当作	5		dàngzuò	动
当初	6		dāngchū	名
当前	5		dāngqián	动、名
当务之急	7		dāngwùzhījí	
当即	7		dāngjí	副
当地	5		dāngdì	名
当场	6		dāngchǎng	副
当天	6		dàngtiān	名
当年	5		dāngnián	名
当心	7		dāngxīn	动
当成	5		dàngchéng	动
当日	7		dāngrì	名
当时	4		dāngshí	名
当晚	7		dàngwǎn	名
当机立断	7		dāngjī-lìduàn	
当然	3		dāngrán	副
当真	7		dàngzhēn	动、副
当选	6		dāngxuǎn	动
当面	6		dāngmiàn	副
录	5		lù	动
录像	6		lùxiàng	动、名
录制	6		lùzhì	动
录取	5		lùqǔ	动
录用	6		lùyòng	动
录音	5		lùyīn	动、名
形势	5		xíngshì	名
形容	5		xíngróng	动
形式	5		xíngshì	名
形形色色	7		xíngxíngsèsè	形
形影不离	7		xíngyǐng-bùlí	
形态	6		xíngtài	名
形成	5		xíngchéng	动
形状	5		xíngzhuàng	名
形象	5		xíngxiàng	名、形
彩票	6		cǎipiào	名
彩色	5		cǎisè	名
彩虹	6		cǎihóng	名
彬彬有礼	7		bīnbīn-yǒulǐ	
影像	7		yǐngxiàng	名
影响	3		yǐngxiǎng	动、名
影子	6		yǐngzi	名
影片	5		yǐngpiàn	名
影视	5		yǐngshì	名
彻夜	7		chèyè	副
彻底	5		chèdǐ	形
彼此	5		bǐcǐ	代
往	2		wǎng	动、介
往事	7		wǎngshì	名
往后	6		wǎnghòu	名
往常	7		wǎngcháng	名
往年	6		wǎngnián	名
往往	4		wǎngwǎng	副
往日	7		wǎngrì	名
往来	6		wǎnglái	动
往返	5		wǎngfǎn	动
征	7		zhēng	动
征收	7		zhēngshōu	动
征服	7		zhēngfú	动
征求	6		zhēngqiú	动
征集	7		zhēngjí	动
径直	7		jìngzhí	副
待	4		dāi	动
待遇	5		dàiyù	名
很	1		hěn	副
律师	4		lǜshī	名
徐徐	7		xúxú	形
徒劳	7		túláo	动
徒弟	6		túdì	名
徒步	7		túbù	副
得	2		de	助
得不偿失	7		débùchángshī	
得了	6		déle	动、助
得以	6		déyǐ	动
得体	7		détǐ	形
得分	3		défēn	动、名
得到	3		dédào	动
得力	7		délì	形
得天独厚	7		détiāndúhòu	
得失	7		déshī	名
得当	7		dédàng	形
得心应手	7		déxīn-yìngshǒu	
得意	4		déyì	形
得意扬扬	7		déyì-yángyáng	
得手	7		déshǒu	形
