word	level	also	pinyin	pos
捉迷藏	7		zhuōmícáng	
捍卫	7		hànwèi	动
捎	7		shāo	动
捏	7		niē	动
捐	5		juān	动
捐款	6		juānkuǎn	动、名
捐献	7		juānxiàn	动
捐赠	6		juānzèng	动
捕	6		bǔ	动
捕捉	7		bǔzhuō	动
捕获	7		bǔhuò	动
捕食	7		bǔshí	动
捞	7		lāo	动
损人利己	7		sǔnrén-lìjǐ	
损伤	6		sǔnshāng	动
损坏	6		sǔnhuài	动
损失	5		sǔnshī	动、名
损害	5		sǔnhài	动
捡	5		jiǎn	动
换	3		huàn	动
换乘	4		huànchéng	动
换取	7		huànqǔ	动
捣乱	7		dǎoluàn	动
捧	6		pěng	动、量
捧场	7		pěngchǎng	动
据	5		jù	介
据悉	7		jùxī	动
据说	5		jùshuō	动
捶	7		chuí	动
捷径	7		jiéjìng	名
掀	7		xiān	动
掀起	7		xiānqǐ	动
授予	7		shòuyǔ	动
授权	7		shòuquán	动
掉	4		diào	动
掉头	7		diàotóu	动
掉队	7		diàoduì	动
掌声	5		zhǎngshēng	名
掌握	5		zhǎngwò	动
掌管	7		zhǎngguǎn	动
掌舵	7		zhǎngduò	动、名
掏	6		tāo	动
掏腰包	7		tāo	yāobāo
掐	7		qiā	动
排	4		pái	动、名、量
排列	5		páiliè	动
排名	6		páimíng	动
排放	6		páifàng	动
排斥	7		páichì	动
排查	7		páichá	动
排球	4		páiqiú	名
排练	6		páiliàn	动
排行榜	7		páihángbǎng	名
排队	4		páiduì	动
排除	6		páichú	动
掠夺	7		lüèduó	动
探	7		tàn	动
探亲	7		tànqīn	动
探望	7		tànwàng	动
探求	7		tànqiú	动
探测	7		tàncè	动
探究	7		tànjiū	动
探索	6		tànsuǒ	动
探讨	6		tàntǎo	动
探险	7		tànxiǎn	动
接	3		jiē	动
接二连三	7		jiē’èr-liánsān	
接力	7		jiēlì	动
接受	4		jiēshòu	动
接待	5		jiēdài	动
接手	7		jiēshǒu	动
接收	5		jiēshōu	动
接替	7		jiētì	动
接济	7		jiējì	动
接班	7		jiēbān	动
接班人	7		jiēbānrén	名
接着	4		jiēzhe	动、副
接纳	7		jiēnà	动
接见	7		jiējiàn	动
接触	5		jiēchù	动
接轨	7		jiēguǐ	动
接近	5		jiējìn	动
接连	6		jiēlián	动、副
控制	5		kòngzhì	动
控告	7		kònggào	动
推	4		tuī	动
推出	4		tuīchū	动
推动	5		tuīdòng	动
推卸	7		tuīxiè	动
推崇	7		tuīchóng	动
推广	5		tuīguǎng	动
推敲	7		tuīqiāo	动
推断	7		tuīduàn	动
推测	6		tuīcè	动
推理	7		tuīlǐ	动
推移	7		tuīyí	动
推算	7		tuīsuàn	动
推翻	7		tuīfān	动
推荐	5		tuījiàn	动
推行	6		tuīxíng	动
推论	7		tuīlùn	动、名
推辞	7		tuīcí	动
推进	5		tuījìn	动
推迟	4		tuīchí	动
推选	7		tuīxuǎn	动
推销	6		tuīxiāo	动
掩护	7		yǎnhù	动、名
掩盖	7		yǎngài	动
掩耳盗铃	7		yǎn’ěr-dàolíng	
掩饰	7		yǎnshì	动
措手不及	7		cuòshǒu-bùjí	
措施	5		cuòshī	名
掰	7		bāi	动
掺	7		chān	动
揉	7		róu	动
揍	7		zòu	动
描写	6		miáoxiě	动
描绘	6		miáohuì	动
描述	5		miáoshù	动
提	4		tí	动
提交	5		tíjiāo	动
提供	4		tígōng	动
提倡	5		tíchàng	动
提出	4		tíchū	动
提到	4		tídào	动
提前	4		tíqián	动
提升	5		tíshēng	动
提及	7		tíjí	动
提取	6		tíqǔ	动
提名	7		tímíng	动
提心吊胆	7		tíxīn-diàodǎn	
提拔	7		tíbá	动
提炼	7		tíliàn	动
提示	6		tíshì	动
提纲	7		tígāng	名
提议	7		tíyì	动、名
提起	5		tíqǐ	动
提速	7		tísù	动
提醒	4		tíxǐng	动
提问	5		tíwèn	动
提防	7		dīfang	动
提高	3		tígāo	动
插	5		chā	动
插嘴	7		chāzuǐ	动
插图	7		chātú	名
插座	6		chāzuò	名
插手	7		chāshǒu	动
插曲	7		chāqǔ	名
揠苗助长	7		yàmiáo-zhùzhǎng	
握	5		wò	动
握手	5		wòshǒu	动
揣	7		chuāi	动
揣摩	7		chuǎimó	动
揣测	7		chuǎicè	动
揪	7		jiū	动
揭	7		jiē	动
揭发	7		jiēfā	动
揭晓	7		jiēxiǎo	动
揭示	7		jiēshì	动
揭露	7		jiēlù	动
援助	7		yuánzhù	动
揽	7		lǎn	动
搀	7		chān	动
搁	7		gē	动
搁浅	7		gēqiǎn	动
搁置	7		gēzhì	动
搂	7		lǒu	动
搅	7		jiǎo	动
搅拌	7		jiǎobàn	动
搏斗	7		bódòu	动
搓	7		cuō	动
搜	5		sōu	动
搜寻	7		sōuxún	动
搜救	7		sōujiù	动
搜查	7		sōuchá	动
搜索	5		sōusuǒ	动
搜集	6		sōují	动
搞	5		gǎo	动
搞笑	7		gǎoxiào	动、形
搞鬼	7		gǎoguǐ	动
搬	3		bān	动
搬家	3		bānjiā	动
搬迁	7		bānqiān	动
搭	6		dā	动
搭乘	7		dāchéng	动
搭建	7		dājiàn	动
搭档	7		dādàng	动、名
搭配	6		dāpèi	动、形
携带	6		xiédài	动
携手	7		xiéshǒu	动
摄像	6		shèxiàng	动
摄像头	6		shèxiàngtóu	名
摄影	5		shèyǐng	动
摄氏度	4		shèshìdù	量
摆	6		bǎi	动
摆动	7		bǎidòng	动
摆平	7		bǎipíng	动
摆放	6		bǎifàng	动
摆脱	6		bǎituō	动
摆设	7		bǎishe	名
摇	5		yáo	动
摇摆	7		yáobǎi	动
摇摇欲坠	7		yáoyáo-yùzhuì	
摇晃	7		yáohuàng	动
摇篮	7		yáolán	名
摊	7		tān	动、名、量
摔	5		shuāi	动
摔跤	7		shuāijiāo	动
摘	5		zhāi	动
摘要	7		zhāiyào	动、名
摧残	7		cuīcán	动
摧毁	7		cuīhuǐ	动
摩托车	6		mótuōchē	名
摩擦	7		mócā	动、名
摸	5		mō	动
摸索	7		mōsuǒ	动
撇	7		piě	动、名
撑	6		chēng	动
撒	6		sǎ	动
撒谎	7		sāhuǎng	动
撕	7		sī	动
撞	5		zhuàng	动
撞击	7		zhuàngjī	动
撤	7		chè	动
撤回	6		chèhuí	动
撤离	7		chèlí	动
撤退	7		chètuì	动
撤销	6		chèxiāo	动
撬	7		qiào	动
播	6		bō	动
播放	4		bōfàng	动
播种	6		bōzhǒng	动
撰写	7		zhuànxiě	动
撵	7		niǎn	动
擅自	7		shànzì	副
擅长	5		shàncháng	动
操作	5		cāozuò	动
操劳	7		cāoláo	动
操场	4		cāochǎng	名
操心	7		cāoxīn	动
操控	7		cāokòng	动
操纵	7		cāozòng	动
操练	7		cāoliàn	动
擦	4		cā	动
攀	7		pān	动
攀升	7		pānshēng	动
攀登	7		pāndēng	动
攒	7		zǎn	动
支	5		zhī	量
支付	4		zhīfù	动
支出	6		zhīchū	动、名
支持	4		zhīchí	动
支援	7		zhīyuán	动
支撑	6		zhīchēng	动
支架	7		zhījià	名、动
支柱	7		zhīzhù	名
支流	7		zhīliú	名
支票	7		zhīpiào	名
支配	7		zhīpèi	动
收	3		shōu	动
收买	7		shōumǎi	动
收入	4		shōurù	动、名
收养	7		shōuyǎng	动
收到	3		shōudào	动
收割	7		shōugē	动
收取	6		shōuqǔ	动
收听	4		shōutīng	动
收复	7		shōufù	动
收拾	4		shōushi	动
收据	7		shōujù	名
收支	7		shōuzhī	名
收敛	7		shōuliǎn	动
收留	7		shōuliú	动
收益	6		shōuyì	名
收看	5		shōukàn	动
收缩	7		shōusuō	动
收获	5		shōuhuò	动、名
收藏	6		shōucáng	动
收视率	7		shōushìlǜ	名
收购	6		shōugòu	动
收费	4		shōufèi	动
收集	5		shōují	动
收音机	7		shōuyīnjī	名
改	4		gǎi	动
改动	7		gǎidòng	动
改变	4		gǎibiàn	动
改善	5		gǎishàn	动
改天	5		gǎitiān	副
改日	7		gǎirì	副
改正	5		gǎizhèng	动
改版	7		gǎibǎn	动
改编	6		gǎibiān	动
改良	7		gǎiliáng	动
改装	7		gǎizhuāng	动
改观	7		gǎiguān	动
改进	5		gǎijìn	动
改造	6		gǎizào	动
改邪归正	7		gǎixié-guīzhèng	
改革	5		gǎigé	动
攻	7		gōng	动
攻克	7		gōngkè	动
攻关	7		gōngguān	动
攻击	6		gōngjī	动
攻势	7		gōngshì	名
攻读	7		gōngdú	动
放	3		fàng	动
放假	3		fàngjià	动
放大	6		fàngdà	动
放学	3		fàngxué	动
放宽	7		fàngkuān	动
放射	7		fàngshè	动
放弃	4		fàngqì	动
放心	3		fàngxīn	动
放映	7		fàngyìng	动
放松	4		fàngsōng	动
放水	7		fàngshuǐ	动
放纵	7		fàngzòng	动、形
放置	7		fàngzhì	动
放肆	7		fàngsì	形
放过	7		fàngguò	动
放飞	6		fàngfēi	动
政党	7		zhèngdǎng	名
政府	5		zhèngfǔ	名
政权	7		zhèngquán	名
政治	5		zhèngzhì	名
政策	6		zhèngcè	名
故	7		gù	副、连
故乡	5		gùxiāng	名
故事	3		gùshi	名
故意	4		gùyì	副
故障	6		gùzhàng	名
效仿	7		xiàofǎng	动
效力	7		xiàolì	动、名
效应	6		xiàoyìng	名
效果	4		xiàoguǒ	名
效率	5		xiàolǜ	名
效益	7		xiàoyì	名
敌人	5		dírén	名
敌视	7		díshì	动
敏感	5		mǐngǎn	形
敏捷	7		mǐnjié	形
敏锐	7		mǐnruì	形
救	5		jiù	动
救助	6		jiùzhù	动
救命	6		jiùmìng	动
救护车	5		jiùhùchē	名
救援	6		jiùyuán	动
救死扶伤	7		jiùsǐ-fúshāng	
救治	7		jiùzhì	动
救济	7		jiùjì	动
救灾	6		jiùzāi	动
教	2		jiāo	动
教养	7		jiàoyǎng	动、名
教学	4		jiàoxué	名
教室	2		jiàoshì	名
教师	4		jiàoshī	名
教授	4		jiàoshòu	名
教材	5		jiàocái	名
教条	7		jiàotiáo	名、形
教科书	7		jiàokēshū	名
教练	4		jiàoliàn	名
教育	4		jiàoyù	名、动
教训	6		jiàoxùn	动、名
敞开	7		chǎngkāi	动、副
敢	4		gǎn	动
敢于	5		gǎnyú	动
散	6		sàn	动
散发	6		sànfā	动
散布	7		sànbù	动
散文	6		sǎnwén	名
散步	4		sànbù	动
散落	7		sànluò	动
敦促	7		dūncù	动
敦厚	7		dūnhòu	形
敬	7		jìng	动
敬业	7		jìngyè	动
敬佩	7		jìngpèi	动
敬意	7		jìngyì	名
敬爱	7		jìng’ài	动
敬畏	7		jìngwèi	动
敬礼	7		jìnglǐ	动
敬而远之	7		jìng’éryuǎnzhī	
敬请	7		jìngqǐng	动
敬重	7		jìngzhòng	动
数	4		shù	名、数
数一数二	7		shǔyī-shǔ’èr	
数字	4		shùzì	名
数字化	6		shùzìhuà	动
数学	3		shùxué	名
数据	5		shùjù	名
数据库	7		shùjùkù	名
数目	6		shùmù	名
数码	7		shùmǎ	形
数量	4		shùliàng	名
数额	7		shù’é	名
敲	4		qiāo	动
敲诈	7		qiāozhà	动
整	4		zhěng	形
整个	4		zhěnggè	形
整体	5		zhěngtǐ	名
整合	7		zhěnghé	动
整数	7		zhěngshù	名
整整	5		zhěngzhěng	副
整治	7		zhěngzhì	动
整洁	7		zhěngjié	形
整理	4		zhěnglǐ	动
整顿	7		zhěngdùn	动
整齐	5		zhěngqí	形
敷	7		fū	动
敷衍	7		fūyǎn	动
文	7		wén	名
文人	7		wénrén	名
文件	4		wénjiàn	名
文具	6		wénjù	名
文凭	7		wénpíng	名
文化	3		wénhuà	名
文字	4		wénzì	名
文学	5		wénxué	名
文明	6		wénmíng	名、形
文档	6		wéndàng	名
文物	6		wénwù	名
文献	6		wénxiàn	名
文盲	7		wénmáng	名
文科	6		wénkē	名
文章	4		wénzhāng	名
文艺	6		wényì	名
文雅	7		wényǎ	形
斑点	7		bāndiǎn	名
斑马线	7		bānmǎxiàn	名
斗	7		dòu	动
斗争	6		dòuzhēng	动、名
斗志	7		dòuzhì	名
料	6		liào	动
料理	7		liàolǐ	动、名
斜	5		xié	形、动
斟酌	7		zhēnzhuó	动
斤	3		jīn	量
斧子	7		fǔzi	名
斩	7		zhǎn	动
斩钉截铁	7		zhǎndīng-jiétiě	
断	5		duàn	动
断定	7		duàndìng	动
断断续续	7		duànduànxùxù	形
断然	7		duànrán	形、副
断章取义	7		duànzhāng-qǔyì	
断绝	7		duànjué	动
断裂	7		duànliè	动
新	1		xīn	形
新人	5		xīnrén	名
新兴	6		xīnxīng	形
新型	5		xīnxíng	形
新奇	7		xīnqí	形
新娘	5		xīnniáng	名
新媒体	6		xīnméitǐ	名
新年	3		xīnnián	名
新式	7		xīnshì	形
新手	7		xīnshǒu	名
新春	7		xīnchūn	名
新款	6		xīnkuǎn	名
新潮	7		xīncháo	名、形
新生	7		xīnshēng	形、名
新能源	6		xīnnéngyuán	名
新郎	5		xīnláng	名
新闻	3		xīnwén	名
新陈代谢	7		xīnchén-dàixiè	
新颖	6		xīnyǐng	形
新鲜	3		xīnxiān	形
方	5		fāng	形、名
方位	6		fāngwèi	名
方便	3		fāngbiàn	形
方便面	3		fāngbiànmiàn	名
方向	3		fāngxiàng	名
方向盘	7		fāngxiàngpán	名
方圆	7		fāngyuán	名
方式	4		fāngshì	名
方方面面	6		fāngfāngmiànmiàn	名
方案	5		fāng’àn	名
方法	3		fāngfǎ	名
方言	6		fāngyán	名
方针	7		fāngzhēn	名
方面	4		fāngmiàn	名
施加	7		shījiā	动
施压	7		shīyā	动
施展	7		shīzhǎn	动
施工	7		shīgōng	动
施行	7		shīxíng	动
旁人	7		pángrén	代
旁边	2		pángbiān	名
旅客	4		lǚkè	名
旅游	2		lǚyóu	动
旅程	6		lǚchéng	名
旅行	4		lǚxíng	动
旅行社	5		lǚxíngshè	名
旅途	6		lǚtú	名
旅馆	4		lǚguǎn	名
旋律	7		xuánlǜ	名
旋涡	7		xuánwō	名
旋转	6		xuánzhuǎn	动
族	5		zú	后缀
旗帜	7		qízhì	名
旗袍	7		qípáo	名
无	4		wú	动
无不	7		wúbù	副
无从	7		wúcóng	副
无价之宝	7		wújiàzhībǎo	
无偿	7		wúcháng	形
无关	5		wúguān	动
无关紧要	7		wúguān-jǐnyào	
无力	7		wúlì	动
无动于衷	7		wúdòngyúzhōng	
无可厚非	7		wúkěhòufēi	
无可奈何	7		wúkěnàihé	
无奈	5		wúnài	动、连
无家可归	7		wújiā-kěguī	
无形	7		wúxíng	形、副
无微不至	7		wúwēi-búzhì	
无忧无虑	7		wúyōu-wúlǜ	
无情	7		wúqíng	形
无意	7		wúyì	动、副
无所事事	7		wúsuǒshìshì	
无所作为	7		wúsuǒzuòwéi	
无所谓	6		wúsuǒwèi	动
无故	7		wúgù	副
无效	5		wúxiào	动
无敌	7		wúdí	动
无数	5		wúshù	形
无条件	7		wútiáojiàn	动
无比	7		wúbǐ	动
无法	4		wúfǎ	动
无济于事	7		wújìyúshì	
无理	7		wúlǐ	动
无疑	6		wúyí	动
无知	7		wúzhī	形
无私	7		wúsī	形
无穷	7		wúqióng	动
无精打采	7		wújīng-dǎcǎi	
无线	7		wúxiàn	形
无缘	7		wúyuán	动、副
无耻	7		wúchǐ	形
无聊	4		wúliáo	形
无能	7		wúnéng	形
无能为力	7		wúnéngwéilì	
无论	4		wúlùn	连
无论如何	7		wúlùn-rúhé	
无话可说	7		wúhuà-kěshuō	
无赖	7		wúlài	形、名
无辜	7		wúgū	形、名
无边无际	7		wúbiān-wújì	
无限	5		wúxiàn	形
无非	7		wúfēi	副
无须	7		wúxū	副
既	4		jì	副、连
既然	4		jìrán	连
日	1	4	rì	量、（名）
日前	6		rìqián	名
日历	5		rìlì	名
日后	6		rìhòu	名
日复一日	7		rìfùyírì	
日夜	6		rìyè	名
日子	4		rìzi	名
日常	4		rìcháng	形
日新月异	7		rìxīn-yuèyì	
日期	4		rìqī	名
日用品	5		rìyòngpǐn	名
日益	6		rìyì	副
日程	7		rìchéng	名
日记	4		rìjì	名
日趋	7		rìqū	副
旧	3		jiù	形
旨在	7		zhǐzài	动
早	1		zǎo	形
早上	1		zǎoshang	名
早已	5		zǎoyǐ	副
早年	7		zǎonián	名
早日	7		zǎorì	副、名
早晚	5		zǎowǎn	名、副
早晨	4		zǎochen	名
早期	5		zǎoqī	名
早餐	4		zǎocān	名
早饭	1		zǎofàn	名
旬	7		xún	量
旭日	7		xùrì	名
旱灾	6		hànzāi	名
时	2	6	shí	名、（量）
时事	7		shíshì	名
时代	5		shídài	名
时候	1		shíhou	名
时光	6		shíguāng	名
时刻	5		shíkè	名、副
时好时坏	7		shíhǎo-shíhuài	
时尚	6		shíshàng	名、形
时差	5		shíchā	名
时常	5		shícháng	副
时时	7		shíshí	副
时期	5		shíqī	名
时机	6		shíjī	名
时段	7		shíduàn	名
时空	7		shíkōng	名
时而	7		shí’ér	副
时节	7		shíjié	名
时装	7		shízhuāng	名
时速	6		shísù	名
时间	1		shíjiān	名
时间表	4		shíjiānbiǎo	名
时隔	7		shí	gé
时髦	7		shímáo	形
旷课	7		kuàngkè	动
旺	7		wàng	形
旺季	7		wàngjì	名
旺盛	7		wàngshèng	形
昂贵	6		ángguì	形
昆虫	5		kūnchóng	名
昌盛	7		chāngshèng	形
明亮	6		míngliàng	形
明天	1		míngtiān	名
明媚	7		míngmèi	形
明年	1		míngnián	名
明明	6		míngmíng	副
明星	5		míngxīng	名
明显	5		míngxiǎn	形
明智	7		míngzhì	形
明朗	7		mínglǎng	形
明白	3		míngbai	形、动
明确	5		míngquè	形、动
昏	7		hūn	动
昏迷	7		hūnmí	动
易于	6		yìyú	动
易拉罐	7		yìlāguàn	名
昔日	7		xīrì	名
星座	7		xīngzuò	名
星星	4		xīngxing	名
星期	1		xīngqī	名
星期天	1		xīngqītiān	名
星期日	1		xīngqīrì	名
星球	7		xīngqiú	名
星系	7		xīngxì	名
星级	7		xīngjí	名、形
春天	3		chūntiān	名
昨天	1		zuótiān	名
是	1		shì	动
是否	4		shìfǒu	副
是非	7		shìfēi	名
昼夜	7		zhòuyè	名
显	6		xiǎn	形、动
显得	5		xiǎnde	动
显微镜	7		xiǎnwēijìng	名
显性	7		xiǎnxìng	形
显然	5		xiǎnrán	形
显现	7		xiǎnxiàn	动
显眼	7		xiǎnyǎn	形
显示	5		xiǎnshì	动
显示器	7		xiǎnshìqì	名
显而易见	7		xiǎn’éryìjiàn	
显著	6		xiǎnzhù	形
显赫	7		xiǎnhè	形
显露	7		xiǎnlù	动
晃	7		huàng	动
晃荡	7		huàngdang	动
晋升	7		jìnshēng	动
晋级	7		jìnjí	动
晒	5		shài	动
晕	6		yūn	形、动
晕头转向	7		yūntóu-zhuànxiàng	
晕车	6		yùnchē	动
晚	1		wǎn	形
晚上	1		wǎnshang	名
晚会	3		wǎnhuì	名
晚安	4		wǎn’ān	动
晚年	7		wǎnnián	名
晚期	7		wǎnqī	名
晚点	3		wǎndiǎn	动
晚霞	7		wǎnxiá	名
晚餐	4		wǎncān	名
晚饭	1		wǎnfàn	名
普及	5		pǔjí	动
普通	4		pǔtōng	形
普通话	4		pǔtōnghuà	名
普遍	4		pǔbiàn	形
景区	4		jǐngqū	名
景点	4		jǐngdiǎn	名
景色	4		jǐngsè	名
景观	6		jǐngguān	名
景象	6		jǐngxiàng	名
晴	2		qíng	形
晴朗	6		qínglǎng	形
晶莹	7		jīngyíng	形
智力	6		zhìlì	名
智商	7		zhìshāng	名
智慧	5		zhìhuì	名
智能	5		zhìnéng	名、形
晾	6		liàng	动
暂	7		zàn	副
暂且	7		zànqiě	副
暂停	4		zàntíng	动
暂时	4		zànshí	形
暑假	4		shǔjià	名
暖	6		nuǎn	形、动
暖和	4		nuǎnhuo	形、动
暖气	6		nuǎnqì	名
暖烘烘	7		nuǎnhōnghōng	形
暗	5		àn	形
暗中	7		ànzhōng	名
暗地里	7		àndìlǐ	名
暗示	6		ànshì	动
暧昧	7		àimèi	形
暨	7		jì	连
暴利	7		bàolì	名
暴力	6		bàolì	名
暴躁	7		bàozào	形
暴雨	5		bàoyǔ	名
暴露	6		bàolù	动
暴风骤雨	7		bàofēng-zhòuyǔ	
曙光	7		shǔguāng	名
曝光	7		bàoguāng	动
曰	7		yuē	动
曲	6		qǔ	名
曲折	7		qūzhé	形
曲线	7		qūxiàn	名
曲艺	7		qǔyì	名
更	3		gèng	副
更加	4		gèngjiā	副
更换	5		gēnghuàn	动
更改	7		gēnggǎi	动
更新	5		gēngxīn	动
更正	7		gēngzhèng	动
更衣室	7		gēngyīshì	名
曾	5		céng	副
曾经	5		céngjīng	副
替	5		tì	动、介
替换	7		tìhuàn	动
替补	7		tìbǔ	动、名
最	2		zuì	副
最佳	5		zuìjiā	形
最初	5		zuìchū	名
最后	3		zuìhòu	名
最好	3		zuìhǎo	副
最终	4		zuìzhōng	名
最近	3		zuìjìn	名
月	1		yuè	名
月亮	3		yuèliang	名
月份	4		yuèfèn	名
月光	6		yuèguāng	名
月球	6		yuèqiú	名
月饼	4		yuèbing	名
有	1		yǒu	动
有些	1	3	yǒuxiē	代、（副）
有关	3		yǒuguān	动、介
有利	5		yǒulì	形
有力	5		yǒulì	形
有助于	5		yǒuzhùyú	动
有劲	6		yǒujìn	动、形
有名	3		yǒumíng	形
有声有色	7		yǒushēng-yǒusè	
有害	5		yǒu	hài
有幸	7		yǒuxìng	形
有序	6		yǒuxù	形
有待	7		yǒudài	动
有意	7		yǒuyì	动、副
有意思	2		yǒu	yìsi
有效	4		yǒuxiào	动
有时	2		yǒushí	副
有望	7		yǒuwàng	动
有朝一日	7		yǒuzhāo-yírì	
有机	6		yǒujī	形
有条不紊	7		yǒutiáo-bùwěn	
有点儿	1		yǒudiǎnr	副
有用	3		yǒuyòng	形
有的	1		yǒude	代
有的放矢	7		yǒudì-fàngshǐ	
有益	5		yǒuyì	形
有着	4		yǒuzhe	动
有趣	4		yǒuqù	形
有限	5		yǒuxiàn	形
朋友	1		péngyou	名
服	6		fú	动
服从	6		fúcóng	动
服务	3		fúwù	动
服务器	7		fúwùqì	名
服气	7		fúqì	动
服用	6		fúyòng	动
服装	5		fúzhuāng	名
服饰	7		fúshì	名
朗诵	7		lǎngsòng	动
朗读	6		lǎngdú	动
望	6		wàng	动
望远镜	7		wàngyuǎnjìng	名
朝	5		cháo	动、介
朝三暮四	7		zhāosān-mùsì	
朝代	6		cháodài	名
朝夕相处	7		zhāoxī-xiāngchǔ	
朝气蓬勃	7		zhāoqì-péngbó	
期	4		qī	量
期中	4		qīzhōng	名
期待	5		qīdài	动
期望	6		qīwàng	动
期末	4		qīmò	名
期盼	7		qīpàn	动
期间	5		qījiān	名
期限	6		qīxiàn	名
朦胧	7		ménglóng	形
木偶	7		mù’ǒu	名
木匠	7		mùjiàng	名
木头	5		mùtou	名
木材	6		mùcái	名
未	6		wèi	副
未免	7		wèimiǎn	副
未必	6		wèibì	副
未成年人	6		wèichéngniánrén	名
未来	5		wèilái	形、名
未知数	7		wèizhīshù	名
末	4		mò	名
末日	7		mòrì	名
本	1		běn	量
本事	7		běnshi	名
本人	5		běnrén	代
本分	7		běnfèn	名、形
本土	6		běntǔ	名
本地	5		běndì	名
本子	2		běnzi	名
本性	7		běnxìng	名
本意	7		běnyì	名
本来	4		běnlái	形、副
本着	7		běnzhe	介
本科	4		běnkē	名
本能	6		běnnéng	名、副
本色	7		běnsè	名
本质	5		běnzhì	名
本身	6		běnshēn	代
本钱	7		běnqián	名
本领	5		běnlǐng	名
朱红	7		zhūhóng	形
朴实	7		pǔshí	形
朴素	6		pǔsù	形
朵	5		duǒ	量
机会	3		jīhuì	名
机关	7		jīguān	名、形
机制	6		jīzhì	名
机动	7		jīdòng	形
机动车	6		jīdòngchē	名
机器	5		jīqì	名
机器人	5		jīqìrén	名
机场	2		jīchǎng	名
机密	7		jīmì	形、名
机智	7		jīzhì	形
机构	5		jīgòu	名
机械	6		jīxiè	名、形
机灵	7		jīling	形
机票	2		jīpiào	名
机舱	7		jīcāng	名
机遇	6		jīyù	名
杀	6		shā	动
杀害	7		shāhài	动
杀手	7		shāshǒu	名
杀毒	7		shādú	动
杂	6		zá	形
杂乱无章	7		záluàn-wúzhāng	
杂交	7		zájiāo	动
杂志	4		zázhì	名
杂技	7		zájì	名
权	5	7	quán	名、（副）
权利	5		quánlì	名
权力	6		quánlì	名
权威	7		quánwēi	名、形
权益	7		quányì	名
权衡	7		quánhéng	动
权限	7		quánxiàn	名
杆	7		gǎn	名、量
材料	4		cáiliào	名
材质	6		cáizhì	名
村	4		cūn	名
村庄	6		cūnzhuāng	名
杜绝	7		dùjué	动
束	5		shù	量
束手无策	7		shùshǒu-wúcè	
束缚	7		shùfù	动
杠杆	7		gànggǎn	名
条	2	5	tiáo	量、（名）
条件	4		tiáojiàn	名
条例	7		tiáolì	名
条款	7		tiáokuǎn	名
条理	7		tiáolǐ	名
条约	7		tiáoyuē	名
来	1		lái	动
来不及	4		láibují	动
来临	6		láilín	动
来之不易	7		láizhī-búyì	
来历	7		láilì	名
来回	7		láihuí	动、名、副
来宾	7		láibīn	名
来年	7		láinián	名
来往	6		láiwǎng	动
来得及	4		láidejí	动
来源	5		láiyuán	名、动
来电	7		láidiàn	动、名
来自	3		láizì	动
来访	7		láifǎng	动
来龙去脉	7		láilóng-qùmài	
杨树	7		yángshù	名
杯子	1		bēizi	名
杰出	6		jiéchū	形
松	6		sōng	形、动
松弛	7		sōngchí	形
松懈	7		sōngxiè	形、动
松树	7		sōngshù	名
板块	7		bǎnkuài	名
极	3		jí	副
极为	6		jíwéi	副
极其	5		jíqí	副
极力	7		jílì	副
极度	7		jídù	副
极端	6		jíduān	名、副、形
极限	7		jíxiàn	名
构建	7		gòujiàn	动
构思	7		gòusī	动
构想	7		gòuxiǎng	动、名
构成	5		gòuchéng	动、名
构造	6		gòuzào	动
枕	7		zhěn	动
枕头	6		zhěntou	名
枚	7		méi	量
果实	5		guǒshí	名
果断	7		guǒduàn	形
果汁	4		guǒzhī	名
果然	5		guǒrán	副
果真	7		guǒzhēn	副、连
枝	6		zhī	名、量
枢纽	7		shūniǔ	名
枣	7		zǎo	名
枪	6		qiāng	名
枪毙	7		qiāngbì	动
枯燥	6		kūzào	形
枯竭	7		kūjié	形
枯萎	7		kūwěi	形
架	5		jià	名、动、量
架势	7		jiàshi	名
架子	7		jiàzi	名
柏树	7		bǎishù	名
某	5		mǒu	代
染	6		rǎn	动
柔和	7		róuhé	形
柔软	6		róuruǎn	形
柜台	7		guìtái	名
柜子	5		guìzi	名
查	3		chá	动
查处	7		cháchǔ	动
查找	4		cházhǎo	动
查明	7		chámíng	动
查看	4		chákàn	动
查获	7		cháhuò	动
查询	6		cháxún	动
柱子	7		zhùzi	名
柳树	7		liǔshù	名
柴油	7		cháiyóu	名
柿子	7		shìzi	名
标	7		biāo	动
标准	4		biāozhǔn	名、形
标志	5		biāozhì	名、动
标本	7		biāoběn	名
标榜	7		biāobǎng	动
标点	7		biāodiǎn	名
标示	7		biāoshì	动
标签	7		biāoqiān	名
标致	7		biāozhì	形
标记	7		biāojì	动、名
标识	7		biāoshí	动、名
标语	7		biāoyǔ	名
标题	5		biāotí	名
栋	6		dòng	量
栋梁	7		dòngliáng	名
栏	6		lán	名
栏杆	7		lángān	名
栏目	7		lánmù	名
树	3		shù	名
树干	7		shùgàn	名
树木	5		shùmù	名
树林	4		shùlín	名
树梢	7		shùshāo	名
树立	6		shùlì	动
树荫	7		shùyīn	名
校园	3		xiàoyuán	名
校长	3		xiàozhǎng	名
株	6		zhū	量
样	6		yàng	量
样品	7		yàngpǐn	名
样子	4		yàngzi	名
样式	5		yàngshì	名
样本	7		yàngběn	名
核	7		hé	名
核实	7		héshí	动
核对	7		héduì	动
